Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
376,1,76.1665,0.03143,68.769,70.597,71.664,72.229,73.099,73.685,74.552,76.167,77.781,78.648,79.234,80.104,80.669,81.736,83.564
377,1,76.2051,0.03143,68.804,70.633,71.7,72.265,73.136,73.723,74.59,76.205,77.821,78.687,79.275,80.145,80.71,81.777,83.607
378,1,76.2437,0.03144,68.836,70.667,71.735,72.301,73.172,73.759,74.627,76.244,77.861,78.728,79.316,80.187,80.752,81.82,83.651
379,1,76.2822,0.03144,68.871,70.703,71.771,72.337,73.209,73.797,74.665,76.282,77.9,78.768,79.356,80.227,80.793,81.862,83.694
380,1,76.3207,0.03145,68.903,70.737,71.806,72.373,73.245,73.833,74.702,76.321,77.94,78.808,79.397,80.269,80.835,81.905,83.738
381,1,76.3591,0.03146,68.936,70.771,71.841,72.408,73.28,73.869,74.739,76.359,77.979,78.849,79.438,80.31,80.877,81.948,83.783
382,1,76.3975,0.03146,68.97,70.806,71.877,72.444,73.317,73.906,74.776,76.398,78.019,78.889,79.478,80.351,80.918,81.989,83.825
383,1,76.4358,0.03147,69.002,70.84,71.912,72.479,73.353,73.943,74.813,76.436,78.058,78.929,79.518,80.392,80.96,82.032,83.869
384,1,76.4741,0.03147,69.037,70.875,71.948,72.516,73.39,73.98,74.851,76.474,78.097,78.968,79.558,80.433,81.0,82.073,83.911
385,1,76.5124,0.03148,69.069,70.909,71.982,72.551,73.426,74.016,74.888,76.512,78.137,79.009,79.599,80.474,81.042,82.116,83.956
386,1,76.5506,0.03148,69.104,70.945,72.018,72.587,73.462,74.053,74.925,76.551,78.176,79.048,79.639,80.514,81.083,82.157,83.997
387,1,76.5888,0.03149,69.136,70.978,72.053,72.622,73.498,74.089,74.962,76.589,78.216,79.088,79.68,80.556,81.125,82.199,84.042
388,1,76.6269,0.03149,69.17,71.013,72.089,72.658,73.535,74.126,74.999,76.627,78.254,79.128,79.719,80.596,81.165,82.24,84.084
389,1,76.665,0.0315,69.202,71.047,72.123,72.693,73.57,74.162,75.036,76.665,78.294,79.168,79.76,80.637,81.207,82.283,84.128
390,1,76.703,0.03151,69.234,71.08,72.157,72.728,73.606,74.198,75.073,76.703,78.333,79.208,79.8,80.678,81.249,82.326,84.172
391,1,76.741,0.03151,69.268,71.116,72.193,72.764,73.642,74.235,75.11,76.741,78.372,79.247,79.84,80.718,81.289,82.366,84.214
392,1,76.779,0.03152,69.3,71.149,72.227,72.798,73.678,74.271,75.147,76.779,78.411,79.287,79.88,80.76,81.331,82.409,84.258
393,1,76.8169,0.03152,69.335,71.184,72.263,72.834,73.714,74.307,75.184,76.817,78.45,79.326,79.92,80.8,81.371,82.45,84.299
394,1,76.8548,0.03153,69.366,71.218,72.297,72.869,73.749,74.343,75.22,76.855,78.489,79.366,79.96,80.841,81.412,82.492,84.343
395,1,76.8926,0.03154,69.398,71.251,72.331,72.904,73.785,74.379,75.257,76.893,78.528,79.406,80.001,80.882,81.454,82.534,84.387
396,1,76.9304,0.03154,69.432,71.286,72.367,72.939,73.821,74.416,75.294,76.93,78.567,79.445,80.04,80.921,81.494,82.575,84.428
397,1,76.9682,0.03155,69.464,71.319,72.401,72.974,73.856,74.451,75.33,76.968,78.606,79.485,80.08,80.962,81.535,82.617,84.472
398,1,77.0059,0.03155,69.498,71.354,72.436,73.01,73.892,74.488,75.367,77.006,78.645,79.524,80.119,81.002,81.575,82.658,84.514
399,1,77.0435,0.03156,69.53,71.387,72.47,73.044,73.927,74.523,75.403,77.044,78.684,79.564,80.16,81.043,81.617,82.7,84.557
400,1,77.0812,0.03157,69.561,71.42,72.504,73.079,73.963,74.559,75.44,77.081,78.723,79.603,80.2,81.084,81.658,82.742,84.601
401,1,77.1187,0.03157,69.595,71.455,72.54,73.114,73.999,74.595,75.477,77.119,78.761,79.642,80.239,81.123,81.698,82.783,84.642
402,1,77.1563,0.03158,69.627,71.488,72.574,73.148,74.034,74.631,75.513,77.156,78.8,79.682,80.279,81.164,81.739,82.825,84.686
403,1,77.1938,0.03159,69.658,71.521,72.607,73.183,74.069,74.666,75.549,77.194,78.839,79.721,80.319,81.205,81.78,82.867,84.729
404,1,77.2313,0.03159,69.692,71.556,72.643,73.218,74.105,74.703,75.586,77.231,78.877,79.76,80.358,81.244,81.82,82.907,84.771
405,1,77.2687,0.0316,69.723,71.588,72.676,73.252,74.14,74.738,75.622,77.269,78.916,79.799,80.398,81.285,81.861,82.949,84.814
406,1,77.306,0.0316,69.757,71.623,72.711,73.288,74.175,74.774,75.658,77.306,78.954,79.838,80.437,81.324,81.901,82.989,84.855
407,1,77.3434,0.03161,69.788,71.656,72.745,73.322,74.21,74.81,75.694,77.343,78.992,79.877,80.477,81.365,81.942,83.031,84.898
408,1,77.3807,0.03162,69.82,71.689,72.779,73.356,74.245,74.845,75.73,77.381,79.031,79.917,80.516,81.405,81.983,83.073,84.942
409,1,77.4179,0.03162,69.853,71.723,72.814,73.391,74.281,74.881,75.767,77.418,79.069,79.955,80.555,81.444,82.022,83.113,84.983
410,1,77.4551,0.03163,69.884,71.756,72.847,73.425,74.315,74.916,75.803,77.455,79.108,79.994,80.595,81.485,82.063,83.154,85.026
411,1,77.4923,0.03164,69.915,71.788,72.881,73.459,74.35,74.951,75.839,77.492,79.146,80.033,80.634,81.525,82.104,83.196,85.069
412,1,77.5295,0.03164,69.949,71.823,72.916,73.495,74.386,74.987,75.875,77.53,79.184,80.072,80.673,81.564,82.143,83.236,85.11
413,1,77.5665,0.03165,69.98,71.855,72.949,73.528,74.42,75.022,75.911,77.567,79.222,80.111,80.713,81.605,82.184,83.278,85.153
414,1,77.6036,0.03166,70.011,71.888,72.983,73.562,74.455,75.057,75.946,77.604,79.261,80.15,80.752,81.645,82.225,83.319,85.196
415,1,77.6406,0.03166,70.044,71.922,73.017,73.597,74.49,75.093,75.983,77.641,79.299,80.188,80.791,81.684,82.264,83.359,85.237
416,1,77.6776,0.03167,70.075,71.955,73.051,73.631,74.525,75.128,76.018,77.678,79.337,80.227,80.83,81.724,82.304,83.401,85.28
417,1,77.7145,0.03168,70.106,71.987,73.084,73.665,74.559,75.163,76.054,77.715,79.375,80.266,80.87,81.764,82.345,83.442,85.323
418,1,77.7514,0.03168,70.14,72.021,73.119,73.7,74.595,75.198,76.09,77.751,79.413,80.304,80.908,81.803,82.384,83.482,85.363
419,1,77.7883,0.03169,70.171,72.054,73.152,73.734,74.629,75.233,76.126,77.788,79.451,80.343,80.947,81.843,82.425,83.523,85.406
420,1,77.8251,0.0317,70.201,72.086,73.185,73.767,74.663,75.268,76.161,77.825,79.489,80.382,80.987,81.883,82.465,83.564,85.449
421,1,77.8618,0.0317,70.234,72.12,73.22,73.802,74.699,75.304,76.197,77.862,79.527,80.42,81.025,81.922,82.504,83.604,85.489
422,1,77.8986,0.03171,70.265,72.152,73.253,73.836,74.733,75.338,76.232,77.899,79.565,80.459,81.064,81.962,82.544,83.645,85.532
423,1,77.9353,0.03172,70.296,72.184,73.286,73.869,74.767,75.373,76.268,77.935,79.603,80.497,81.103,82.002,82.585,83.686,85.575
424,1,77.9719,0.03172,70.329,72.218,73.32,73.904,74.802,75.409,76.304,77.972,79.64,80.535,81.142,82.04,82.624,83.726,85.615
425,1,78.0085,0.03173,70.36,72.25,73.353,73.937,74.836,75.443,76.339,78.009,79.678,80.574,81.181,82.08,82.664,83.767,85.657
426,1,78.0451,0.03174,70.39,72.282,73.386,73.971,74.871,75.478,76.374,78.045,79.716,80.613,81.22,82.12,82.704,83.808,85.7
427,1,78.0817,0.03175,70.421,72.314,73.419,74.004,74.905,75.512,76.41,78.082,79.754,80.651,81.259,82.159,82.744,83.849,85.743
428,1,78.1182,0.03175,70.454,72.348,73.453,74.039,74.94,75.548,76.445,78.118,79.791,80.689,81.297,82.198,82.783,83.888,85.783
429,1,78.1546,0.03176,70.484,72.38,73.486,74.072,74.974,75.582,76.48,78.155,79.829,80.727,81.336,82.237,82.823,83.929,85.825
430,1,78.1911,0.03177,70.515,72.412,73.519,74.105,75.008,75.616,76.516,78.191,79.867,80.766,81.375,82.277,82.863,83.97,85.868
431,1,78.2275,0.03177,70.547,72.446,73.553,74.14,75.042,75.652,76.551,78.228,79.904,80.803,81.413,82.315,82.902,84.009,85.908
432,1,78.2638,0.03178,70.578,72.478,73.586,74.173,75.076,75.686,76.586,78.264,79.941,80.842,81.451,82.355,82.942,84.05,85.95
433,1,78.3001,0.03179,70.608,72.509,73.619,74.206,75.11,75.72,76.621,78.3,79.979,80.88,81.49,82.394,82.982,84.091,85.992
434,1,78.3364,0.0318,70.638,72.541,73.651,74.239,75.144,75.755,76.656,78.336,80.017,80.918,81.529,82.434,83.022,84.132,86.034
435,1,78.3727,0.0318,70.671,72.575,73.685,74.273,75.179,75.79,76.692,78.373,80.054,80.956,81.567,82.472,83.06,84.171,86.074
436,1,78.4089,0.03181,70.701,72.607,73.718,74.306,75.212,75.824,76.727,78.409,80.091,80.994,81.605,82.511,83.1,84.211,86.117
437,1,78.4451,0.03182,70.731,72.638,73.75,74.339,75.246,75.858,76.761,78.445,80.129,81.032,81.644,82.551,83.14,84.252,86.159
438,1,78.4812,0.03183,70.762,72.67,73.783,74.372,75.28,75.892,76.796,78.481,80.166,81.07,81.683,82.59,83.18,84.293,86.201
439,1,78.5173,0.03183,70.794,72.703,73.817,74.406,75.314,75.927,76.832,78.517,80.203,81.108,81.72,82.628,83.218,84.331,86.24
440,1,78.5534,0.03184,70.824,72.735,73.849,74.439,75.348,75.961,76.866,78.553,80.24,81.146,81.759,82.667,83.258,84.372,86.283
441,1,78.5894,0.03185,70.854,72.766,73.882,74.472,75.382,75.995,76.901,78.589,80.278,81.184,81.797,82.707,83.297,84.412,86.324
442,1,78.6254,0.03186,70.884,72.798,73.914,74.505,75.415,76.029,76.936,78.625,80.315,81.222,81.836,82.746,83.337,84.453,86.366
443,1,78.6614,0.03186,70.917,72.831,73.948,74.539,75.45,76.064,76.971,78.661,80.352,81.259,81.873,82.784,83.375,84.492,86.406
444,1,78.6973,0.03187,70.947,72.863,73.98,74.572,75.483,76.098,77.006,78.697,80.389,81.297,81.912,82.823,83.414,84.532,86.448
445,1,78.7332,0.03188,70.977,72.894,74.012,74.605,75.516,76.132,77.04,78.733,80.426,81.335,81.95,82.862,83.454,84.572,86.49
446,1,78.7691,0.03189,71.007,72.925,74.045,74.637,75.55,76.166,77.075,78.769,80.463,81.373,81.988,82.901,83.494,84.613,86.532
447,1,78.8049,0.03189,71.039,72.959,74.078,74.671,75.584,76.2,77.11,78.805,80.5,81.41,82.026,82.939,83.532,84.651,86.571
448,1,78.8407,0.0319,71.069,72.99,74.11,74.704,75.618,76.234,77.144,78.841,80.537,81.447,82.064,82.978,83.571,84.692,86.613
449,1,78.8764,0.03191,71.098,73.021,74.143,74.736,75.651,76.268,77.179,78.876,80.574,81.485,82.102,83.016,83.61,84.732,86.654
450,1,78.9122,0.03192,71.128,73.052,74.175,74.769,75.684,76.302,77.213,78.912,80.611,81.523,82.14,83.055,83.65,84.772,86.696
451,1,78.9479,0.03192,71.16,73.085,74.208,74.803,75.718,76.336,77.248,78.948,80.648,81.56,82.177,83.093,83.688,84.81,86.735
452,1,78.9835,0.03193,71.19,73.117,74.24,74.835,75.751,76.37,77.282,78.984,80.685,81.597,82.216,83.132,83.727,84.85,86.777
453,1,79.0191,0.03194,71.22,73.148,74.272,74.868,75.785,76.403,77.317,79.019,80.721,81.635,82.254,83.17,83.766,84.89,86.818
454,1,79.0547,0.03195,71.249,73.179,74.304,74.9,75.818,76.437,77.351,79.055,80.758,81.673,82.292,83.209,83.805,84.931,86.86
455,1,79.0903,0.03196,71.279,73.21,74.336,74.933,75.851,76.47,77.385,79.09,80.795,81.71,82.33,83.248,83.844,84.971,86.902
456,1,79.1258,0.03196,71.311,73.243,74.37,74.966,75.885,76.505,77.42,79.126,80.831,81.747,82.367,83.285,83.882,85.009,86.941
457,1,79.1613,0.03197,71.341,73.274,74.401,74.999,75.918,76.538,77.454,79.161,80.868,81.784,82.405,83.324,83.921,85.049,86.982
458,1,79.1968,0.03198,71.37,73.305,74.433,75.031,75.951,76.572,77.489,79.197,80.905,81.822,82.443,83.363,83.96,85.089,87.023
459,1,79.2322,0.03199,71.4,73.336,74.465,75.063,75.984,76.605,77.523,79.232,80.942,81.859,82.48,83.401,83.999,85.129,87.065
460,1,79.2676,0.032,71.429,73.367,74.497,75.095,76.017,76.639,77.557,79.268,80.978,81.897,82.518,83.44,84.038,85.169,87.106
461,1,79.303,0.032,71.461,73.399,74.53,75.129,76.051,76.673,77.591,79.303,81.015,81.933,82.555,83.477,84.076,85.207,87.145
462,1,79.3383,0.03201,71.49,73.43,74.562,75.161,76.084,76.706,77.625,79.338,81.051,81.97,82.593,83.516,84.115,85.246,87.186
463,1,79.3736,0.03202,71.52,73.461,74.593,75.193,76.116,76.739,77.659,79.374,81.088,82.008,82.631,83.554,84.154,85.286,87.228
464,1,79.4089,0.03203,71.549,73.492,74.625,75.225,76.149,76.773,77.693,79.409,81.124,82.045,82.668,83.593,84.193,85.326,87.269
465,1,79.4441,0.03204,71.578,73.523,74.657,75.257,76.182,76.806,77.727,79.444,81.161,82.082,82.706,83.631,84.231,85.366,87.31
466,1,79.4793,0.03204,71.61,73.555,74.69,75.291,76.216,76.84,77.762,79.479,81.197,82.119,82.743,83.668,84.269,85.403,87.349
467,1,79.5145,0.03205,71.639,73.586,74.721,75.323,76.249,76.873,77.796,79.515,81.233,82.156,82.78,83.706,84.308,85.443,87.39
468,1,79.5496,0.03206,71.668,73.617,74.753,75.355,76.281,76.906,77.829,79.55,81.27,82.193,82.818,83.745,84.346,85.483,87.431
469,1,79.5847,0.03207,71.698,73.647,74.784,75.387,76.314,76.939,77.863,79.585,81.306,82.23,82.856,83.783,84.385,85.522,87.472
470,1,79.6198,0.03208,71.727,73.678,74.816,75.419,76.346,76.973,77.897,79.62,81.343,82.267,82.893,83.821,84.424,85.562,87.513
471,1,79.6548,0.03209,71.756,73.708,74.847,75.45,76.379,77.006,77.931,79.655,81.379,82.304,82.931,83.859,84.462,85.601,87.554
472,1,79.6898,0.03209,71.787,73.741,74.88,75.484,76.413,77.039,77.965,79.69,81.415,82.34,82.967,83.896,84.499,85.639,87.592
473,1,79.7248,0.0321,71.816,73.771,74.912,75.515,76.445,77.072,77.999,79.725,81.451,82.377,83.005,83.934,84.538,85.678,87.633
474,1,79.7598,0.03211,71.845,73.802,74.943,75.547,76.478,77.105,78.032,79.76,81.487,82.414,83.042,83.972,84.577,85.718,87.674
475,1,79.7947,0.03212,71.874,73.832,74.974,75.579,76.51,77.138,78.066,79.795,81.523,82.451,83.079,84.01,84.615,85.757,87.715
476,1,79.8296,0.03213,71.903,73.863,75.006,75.611,76.543,77.171,78.1,79.83,81.56,82.488,83.117,84.049,84.654,85.797,87.756
477,1,79.8644,0.03214,71.932,73.893,75.037,75.642,76.575,77.204,78.133,79.864,81.596,82.525,83.154,84.086,84.692,85.836,87.797
478,1,79.8993,0.03214,71.964,73.925,75.069,75.675,76.608,77.238,78.167,79.899,81.631,82.561,83.19,84.123,84.729,85.873,87.835
479,1,79.9341,0.03215,71.993,73.956,75.101,75.707,76.641,77.271,78.201,79.934,81.667,82.598,83.228,84.161,84.768,85.913,87.876
480,1,79.9688,0.03216,72.021,73.986,75.132,75.739,76.673,77.303,78.234,79.969,81.703,82.634,83.265,84.199,84.806,85.952,87.916
481,1,80.0036,0.03217,72.05,74.016,75.163,75.77,76.705,77.336,78.268,80.004,81.74,82.671,83.302,84.237,84.844,85.991,87.957
482,1,80.0383,0.03218,72.079,74.046,75.194,75.802,76.737,77.369,78.301,80.038,81.776,82.708,83.339,84.275,84.883,86.03,87.998
483,1,80.0729,0.03219,72.108,74.077,75.225,75.833,76.77,77.401,78.334,80.073,81.811,82.744,83.376,84.313,84.921,86.069,88.038
484,1,80.1076,0.0322,72.136,74.107,75.256,75.865,76.802,77.434,78.368,80.108,81.847,82.781,83.413,84.35,84.959,86.108,88.079
485,1,80.1422,0.0322,72.168,74.139,75.289,75.898,76.835,77.468,78.402,80.142,81.883,82.817,83.449,84.387,84.996,86.146,88.117
486,1,80.1768,0.03221,72.196,74.169,75.32,75.929,76.867,77.5,78.435,80.177,81.919,82.853,83.486,84.425,85.034,86.185,88.157
487,1,80.2113,0.03222,72.225,74.199,75.351,75.96,76.899,77.533,78.468,80.211,81.954,82.89,83.523,84.462,85.072,86.224,88.198
488,1,80.2459,0.03223,72.254,74.229,75.382,75.992,76.931,77.565,78.501,80.246,81.99,82.926,83.56,84.5,85.11,86.263,88.238
489,1,80.2804,0.03224,72.282,74.259,75.412,76.023,76.963,77.598,78.535,80.28,82.026,82.963,83.597,84.538,85.148,86.302,88.279
490,1,80.3148,0.03225,72.311,74.289,75.443,76.054,76.995,77.63,78.568,80.315,82.062,82.999,83.634,84.575,85.186,86.34,88.319
491,1,80.3493,0.03226,72.339,74.319,75.474,76.086,77.027,77.663,78.601,80.349,82.098,83.036,83.671,84.613,85.224,86.379,88.359
492,1,80.3837,0.03226,72.37,74.351,75.506,76.118,77.06,77.696,78.635,80.384,82.133,83.071,83.707,84.649,85.261,86.416,88.397
493,1,80.4181,0.03227,72.399,74.381,75.537,76.15,77.092,77.728,78.668,80.418,82.168,83.108,83.744,84.687,85.299,86.455,88.438
494,1,80.4524,0.03228,72.427,74.411,75.568,76.181,77.124,77.761,78.701,80.452,82.204,83.144,83.781,84.724,85.337,86.494,88.478
495,1,80.4867,0.03229,72.455,74.441,75.599,76.212,77.156,77.793,78.734,80.487,82.24,83.18,83.817,84.762,85.375,86.533,88.518
496,1,80.521,0.0323,72.484,74.471,75.629,76.243,77.188,77.825,78.767,80.521,82.275,83.217,83.854,84.799,85.413,86.571,88.558
497,1,80.5553,0.03231,72.512,74.5,75.66,76.274,77.22,77.858,78.8,80.555,82.311,83.253,83.891,84.836,85.451,86.61,88.598
498,1,80.5895,0.03232,72.541,74.53,75.691,76.305,77.252,77.89,78.833,80.59,82.346,83.289,83.927,84.874,85.488,86.649,88.638
499,1,80.6237,0.03233,72.569,74.56,75.721,76.336,77.283,77.922,78.866,80.624,82.382,83.325,83.964,84.911,85.526,86.687,88.679
500,1,80.6578,0.03234,72.597,74.59,75.752,76.367,77.315,77.954,78.898,80.658,82.417,83.361,84.001,84.948,85.564,86.726,88.719
501,1,80.692,0.03234,72.628,74.621,75.784,76.4,77.348,77.987,78.932,80.692,82.452,83.397,84.036,84.984,85.6,86.763,88.756
502,1,80.7261,0.03235,72.656,74.651,75.814,76.431,77.379,78.019,78.965,80.726,82.488,83.433,84.073,85.022,85.638,86.801,88.796
503,1,80.7602,0.03236,72.684,74.681,75.845,76.462,77.411,78.052,78.997,80.76,82.523,83.469,84.109,85.059,85.675,86.84,88.836
504,1,80.7942,0.03237,72.712,74.71,75.875,76.492,77.443,78.084,79.03,80.794,82.558,83.505,84.146,85.096,85.713,86.878,88.876
505,1,80.8282,0.03238,72.74,74.74,75.906,76.523,77.474,78.116,79.063,80.828,82.593,83.541,84.182,85.133,85.751,86.917,88.916
506,1,80.8622,0.03239,72.768,74.769,75.936,76.554,77.506,78.148,79.096,80.862,82.629,83.577,84.219,85.17,85.788,86.955,88.956
507,1,80.8961,0.0324,72.796,74.799,75.966,76.585,77.537,78.18,79.128,80.896,82.664,83.613,84.255,85.207,85.826,86.994,88.996
508,1,80.9301,0.03241,72.825,74.828,75.997,76.616,77.569,78.212,79.161,80.93,82.699,83.649,84.292,85.244,85.863,87.032,89.036
509,1,80.964,0.03242,72.853,74.858,76.027,76.647,77.6,78.244,79.194,80.964,82.734,83.684,84.328,85.281,85.901,87.07,89.075
510,1,80.9978,0.03243,72.881,74.887,76.057,76.677,77.631,78.275,79.226,80.998,82.77,83.72,84.364,85.318,85.938,87.109,89.115
511,1,81.0317,0.03244,72.909,74.917,76.088,76.708,77.663,78.307,79.259,81.032,82.805,83.756,84.4,85.355,85.976,87.147,89.155
512,1,81.0655,0.03245,72.936,74.946,76.118,76.739,77.694,78.339,79.291,81.066,82.84,83.792,84.437,85.392,86.013,87.185,89.195
513,1,81.0992,0.03245,72.967,74.977,76.15,76.77,77.727,78.372,79.324,81.099,82.874,83.827,84.472,85.428,86.049,87.221,89.232
514,1,81.133,0.03246,72.995,75.006,76.18,76.801,77.758,78.403,79.357,81.133,82.909,83.863,84.508,85.465,86.086,87.26,89.271
515,1,81.1667,0.03247,73.022,75.036,76.21,76.832,77.789,78.435,79.389,81.167,82.944,83.898,84.544,85.502,86.123,87.298,89.311
516,1,81.2004,0.03248,73.05,75.065,76.24,76.862,77.82,78.467,79.422,81.2,82.979,83.934,84.58,85.539,86.161,87.336,89.351
517,1,81.234,0.03249,73.078,75.094,76.27,76.893,77.852,78.499,79.454,81.234,83.014,83.969,84.616,85.575,86.198,87.374,89.39
518,1,81.2677,0.0325,73.106,75.123,76.3,76.923,77.883,78.53,79.486,81.268,83.049,84.005,84.653,85.612,86.235,87.412,89.43
519,1,81.3013,0.03251,73.133,75.153,76.33,76.954,77.914,78.562,79.519,81.301,83.084,84.041,84.689,85.649,86.272,87.45,89.469
520,1,81.3348,0.03252,73.161,75.182,76.36,76.984,77.945,78.593,79.551,81.335,83.119,84.076,84.725,85.685,86.31,87.488,89.508
521,1,81.3684,0.03253,73.189,75.211,76.39,77.015,77.976,78.625,79.583,81.368,83.154,84.112,84.761,85.722,86.347,87.526,89.548
522,1,81.4019,0.03254,73.216,75.24,76.42,77.045,78.007,78.657,79.615,81.402,83.189,84.147,84.796,85.759,86.384,87.564,89.587
523,1,81.4353,0.03255,73.244,75.269,76.45,77.075,78.038,78.688,79.647,81.435,83.223,84.183,84.832,85.795,86.421,87.602,89.627
524,1,81.4688,0.03256,73.272,75.298,76.48,77.106,78.069,78.72,79.68,81.469,83.258,84.218,84.868,85.832,86.458,87.64,89.666
525,1,81.5022,0.03257,73.299,75.327,76.51,77.136,78.1,78.751,79.712,81.502,83.293,84.253,84.904,85.869,86.495,87.678,89.705
526,1,81.5356,0.03258,73.327,75.356,76.539,77.166,78.131,78.782,79.744,81.536,83.327,84.289,84.94,85.905,86.532,87.715,89.745
527,1,81.569,0.03259,73.354,75.385,76.569,77.196,78.162,78.814,79.776,81.569,83.362,84.324,84.976,85.942,86.569,87.753,89.784
528,1,81.6023,0.0326,73.382,75.414,76.599,77.227,78.193,78.845,79.808,81.602,83.397,84.359,85.012,85.978,86.606,87.791,89.823
529,1,81.6356,0.03261,73.409,75.443,76.629,77.257,78.224,78.876,79.84,81.636,83.431,84.395,85.047,86.014,86.643,87.829,89.862
530,1,81.6689,0.03261,73.439,75.473,76.66,77.288,78.256,78.909,79.873,81.669,83.465,84.429,85.082,86.05,86.678,87.864,89.899
531,1,81.7021,0.03262,73.466,75.502,76.69,77.318,78.287,78.94,79.905,81.702,83.5,84.464,85.118,86.086,86.715,87.902,89.938
532,1,81.7353,0.03263,73.494,75.531,76.719,77.348,78.317,78.971,79.936,81.735,83.534,84.499,85.153,86.122,86.751,87.94,89.977
533,1,81.7685,0.03264,73.521,75.56,76.749,77.379,78.348,79.002,79.968,81.769,83.569,84.535,85.189,86.158,86.788,87.977,90.016
534,1,81.8017,0.03265,73.548,75.588,76.778,77.409,78.379,79.034,80.0,81.802,83.603,84.57,85.225,86.195,86.825,88.015,90.055
535,1,81.8348,0.03266,73.575,75.617,76.808,77.439,78.41,79.065,80.032,81.835,83.638,84.605,85.26,86.231,86.862,88.052,90.094
536,1,81.8679,0.03267,73.603,75.646,76.837,77.469,78.44,79.096,80.064,81.868,83.672,84.64,85.296,86.267,86.898,88.09,90.133
537,1,81.9009,0.03268,73.63,75.674,76.867,77.498,78.471,79.127,80.096,81.901,83.706,84.675,85.331,86.303,86.935,88.127,90.172
538,1,81.934,0.03269,73.657,75.703,76.896,77.528,78.501,79.158,80.127,81.934,83.741,84.71,85.367,86.34,86.972,88.165,90.211
539,1,81.967,0.0327,73.684,75.732,76.926,77.558,78.532,79.189,80.159,81.967,83.775,84.745,85.402,86.376,87.008,88.202,90.25
540,1,82.0,0.03271,73.711,75.76,76.955,77.588,78.563,79.22,80.191,82.0,83.809,84.78,85.437,86.412,87.045,88.24,90.289
541,1,82.0329,0.03272,73.738,75.789,76.985,77.618,78.593,79.251,80.222,82.033,83.843,84.815,85.473,86.448,87.081,88.277,90.327
542,1,82.0659,0.03273,73.765,75.817,77.014,77.648,78.624,79.282,80.254,82.066,83.878,84.85,85.508,86.484,87.118,88.315,90.366
543,1,82.0987,0.03274,73.792,75.846,77.043,77.677,78.654,79.313,80.286,82.099,83.912,84.885,85.543,86.52,87.154,88.352,90.405
544,1,82.1316,0.03275,73.819,75.874,77.073,77.707,78.684,79.344,80.317,82.132,83.946,84.919,85.579,86.556,87.191,88.389,90.444
545,1,82.1644,0.03276,73.846,75.903,77.102,77.737,78.715,79.375,80.349,82.164,83.98,84.954,85.614,86.592,87.227,88.426,90.482
546,1,82.1973,0.03277,73.873,75.931,77.131,77.767,78.745,79.406,80.38,82.197,84.014,84.989,85.649,86.628,87.263,88.464,90.521
547,1,82.23,0.03278,73.9,75.959,77.16,77.796,78.776,79.436,80.412,82.23,84.048,85.024,85.684,86.664,87.3,88.501,90.56
548,1,82.2628,0.03279,73.927,75.988,77.19,77.826,78.806,79.467,80.443,82.263,84.082,85.058,85.72,86.7,87.336,88.538,90.598
549,1,82.2955,0.0328,73.954,76.016,77.219,77.856,78.836,79.498,80.475,82.296,84.116,85.093,85.755,86.735,87.372,88.575,90.637
550,1,82.3282,0.03281,73.981,76.044,77.248,77.885,78.866,79.529,80.506,82.328,84.15,85.128,85.79,86.771,87.409,88.612,90.675
551,1,82.3609,0.03282,74.008,76.073,77.277,77.915,78.897,79.559,80.538,82.361,84.184,85.162,85.825,86.807,87.445,88.649,90.714
552,1,82.3935,0.03283,74.034,76.101,77.306,77.944,78.927,79.59,80.569,82.394,84.218,85.197,85.86,86.843,87.481,88.686,90.753
553,1,82.4261,0.03284,74.061,76.129,77.335,77.974,78.957,79.621,80.6,82.426,84.252,85.232,85.895,86.879,87.517,88.723,90.791
554,1,82.4587,0.03285,74.088,76.157,77.364,78.003,78.987,79.651,80.632,82.459,84.286,85.266,85.93,86.914,87.553,88.76,90.829
555,1,82.4912,0.03286,74.115,76.185,77.393,78.033,79.017,79.682,80.663,82.491,84.32,85.301,85.965,86.95,87.589,88.797,90.868
556,1,82.5237,0.03287,74.141,76.213,77.422,78.062,79.047,79.712,80.694,82.524,84.353,85.335,86.0,86.985,87.625,88.834,90.906
557,1,82.5562,0.03288,74.168,76.241,77.451,78.091,79.077,79.743,80.725,82.556,84.387,85.37,86.035,87.021,87.662,88.871,90.944
558,1,82.5887,0.03289,74.195,76.27,77.48,78.121,79.108,79.773,80.757,82.589,84.421,85.404,86.07,87.057,87.698,88.908,90.983
559,1,82.6211,0.0329,74.221,76.298,77.509,78.15,79.138,79.804,80.788,82.621,84.455,85.438,86.105,87.092,87.734,88.945,91.021
560,1,82.6535,0.03291,74.248,76.326,77.538,78.179,79.168,79.834,80.819,82.654,84.488,85.473,86.139,87.128,87.769,88.981,91.059
561,1,82.6859,0.03292,74.274,76.354,77.566,78.209,79.197,79.865,80.85,82.686,84.522,85.507,86.174,87.163,87.805,89.018,91.098
562,1,82.7182,0.03293,74.301,76.381,77.595,78.238,79.227,79.895,80.881,82.718,84.555,85.541,86.209,87.199,87.841,89.055,91.136
563,1,82.7505,0.03294,74.327,76.409,77.624,78.267,79.257,79.925,80.912,82.751,84.589,85.576,86.244,87.234,87.877,89.092,91.174
